adr_idx,adr_id,adr_name
905,C0001364,Acute yellow liver atrophy
906,C0002896,Sideroblastic anaemia
907,C0003868,Gouty arthritis
908,C0005959,Marrow hyperplasia
909,C0041349,Tubulointerstitial nephritis
910,C0038002,Splenomegaly
911,C0151767,Liver tenderness
912,C0853784,Blood iron increased
913,C0002878,Haemolytic anaemia
914,C0024141,Systemic lupus erythematosus
915,C0028077,Night blindness
916,C0028259,Nodule
917,C0042164,Uveitis
918,C0042384,Vasculitis
919,C1527336,Sjogren's syndrome
920,C0151555,Cinchonism
921,C0860210,Granulomatous liver disease
922,C0262985,Dermatitis psoriasiform
923,C0522055,Electrocardiogram abnormal
924,C0857305,Thrombocytopenic purpura
925,C0917798,Cerebral ischaemia
926,C1608945,Exfoliative rash
927,C1695782,Cerebral hypoperfusion
928,C0003460,Anuria
929,C0858318,Plasmodium falciparum infection
930,C0014518,Toxic epidermal necrolysis
931,C0019048,Haemoglobinuria
932,C0019061,Haemolytic uraemic syndrome
933,C0023646,Lichen planus
934,C0026896,Myasthenia gravis
935,C0029124,Optic atrophy
936,C0031256,Petechiae
937,C0034155,Thrombotic thrombocytopenic purpura
938,C0043117,Idiopathic thrombocytopenic purpura
939,C0155002,Sudden visual loss
940,C0011609,Drug eruption
941,C1096355,Electrocardiogram U-wave abnormality
942,C0262988,Cutaneous vasculitis
943,C0393593,Dystonia
944,C0919715,Lupus-like syndrome
945,C3203356,Hypoprothrombinaemia
946,C0020640,Factor II deficiency
947,C0037929,Spinal cord injury
948,C0038395,Streptococcal infection
949,C0153594,Testis cancer
950,C0751436,Tetrahydrobiopterin deficiency
951,C0919874,Post procedural haemorrhage
952,C0221727,Oesophageal pain
953,C0332534,Induration
954,C0000833,Abscess
955,C0002063,Alkalosis
956,C0003507,Aortic valve stenosis
957,C0006147,Breast feeding
958,C0006384,Bundle branch block
959,C0009324,Colitis ulcerative
960,C0033247,Proctocolitis
961,C0014457,Eosinophilia
962,C0014527,Epidermolysis bullosa
963,C0014848,Oesophageal achalasia
964,C0018926,Haematemesis
965,C0018932,Haematochezia
966,C0018946,Subdural haematoma
967,C0019214,Hepatosplenomegaly
968,C0020461,Hyperkalaemia
969,C0021359,Infertility
970,C0021361,Infertility female
971,C0021390,Inflammatory bowel disease
972,C0022658,Nephropathy
973,C0022667,Renal papillary necrosis
974,C0022904,Lacrimal disorder
975,C3495920,Lacrimal structural disorder
976,C0025222,Melaena
977,C0025290,Meningitis aseptic
978,C0027430,Nasal polyps
979,C0027697,Nephritis
980,C0027719,Nephrosclerosis
981,C0030353,Papilloedema
982,C0034068,Pulmonary eosinophilia
983,C0034359,Pyuria
984,C0687707,Anorectal disorder
985,C0036416,Scleritis
986,C0085605,Hepatic failure
987,C0085762,Alcohol abuse
988,C0086543,Cataract
989,C0149516,Chronic sinusitis
990,C0151529,Bleeding time prolonged
991,C0151539,Blood urea increased
992,C0281981,Skin mass
993,C0151998,Uterine spasm
994,C0023510,White blood cell disorder
995,C0158570,Vascular anomaly
996,C0220981,Metabolic acidosis
997,C0235639,Urine abnormality
998,C0438142,Urine analysis abnormal
999,C0263338,Urticaria chronic
1000,C0267596,Rectal haemorrhage
1001,C0268732,Nephritic syndrome
1002,C0391870,Red blood cell abnormality
1003,C0521616,Pseudoporphyria
1004,C0549419,Skin fragility
1005,C1695895,Angiodermatitis
1006,C1720775,Renal tubular necrosis
1007,C0002726,Amyloidosis
1008,C0002880,Autoimmune haemolytic anaemia
1009,C0004610,Bacteraemia
1010,C0006625,Cachexia
1011,C0013609,Localised oedema
1012,C0018133,Graft versus host disease
1013,C0018808,Cardiac murmur
1014,C0021308,Infarction
1015,C0024312,Lymphopenia
1016,C0026986,Myelodysplastic syndrome
1017,C0029118,Opportunistic infection
1018,C0034069,Pulmonary fibrosis
1019,C0034642,Rales
1020,C0036983,Septic shock
1021,C0037278,Skin infection
1022,C0152025,Polyneuropathy
1023,C0231856,Breath sounds abnormal
1024,C0162628,Viral skin infection
1025,C0221201,Rash macular
1026,C0231807,Dyspnoea exertional
1027,C0235025,Peripheral motor neuropathy
1028,C0235896,Lung infiltration
1029,C0270790,Quadriparesis
1030,C0851536,Administration site reaction
1031,C0855652,Culture negative
1032,C0948978,Catheter site cellulitis
1033,C1096343,Infusion site reaction
1034,C1306577,Death
1035,C0002884,Hypochromic anaemia
1036,C0004509,Azoospermia
1037,C0004690,Balanitis
1038,C0006846,Skin candida
1039,C0007193,Congestive cardiomyopathy
1040,C0008313,Cholangitis sclerosing
1041,C0010414,Cryptococcosis
1042,C0013687,Effusion
1043,C0015734,Faecalith
1044,C1321686,Faecaloma
1045,C0152021,Heart disease congenital
1046,C0020295,Hydronephrosis
1047,C0020473,Hyperlipidaemia
1048,C0020639,Hypoproteinaemia
1049,C0413252,Hypothermia
1050,C0020672,Body temperature decreased
1051,C0022638,Ketosis
1052,C0023449,Acute lymphocytic leukaemia
1053,C0023467,Acute myeloid leukaemia
1054,C0085669,Acute leukaemia
1055,C0023470,Myeloid leukaemia
1056,C0023532,Leukoplakia oral
1057,C0024225,Lymphangitis
1058,C0024236,Lymphoedema
1059,C0024894,Mastitis
1060,C0026640,Oral neoplasm
1061,C0027059,Myocarditis
1062,C0027121,Myositis
1063,C0031039,Pericardial effusion
1064,C0032227,Pleural effusion
1065,C0032326,Pneumothorax
1066,C0033246,Proctitis
1067,C0034530,Radiation injury
1068,C0035333,Retinitis
1069,C0036508,Seborrhoeic dermatitis
1070,C0036980,Cardiogenic shock
1071,C0039584,Testicular disorder
1072,C0040558,Toxoplasmosis
1073,C0041972,Urethral obstruction
1074,C0080203,Tachyarrhythmia
1075,C0085096,Peripheral vascular disorder
1076,C0085661,Onycholysis
1077,C0085680,Hypochloraemia
1078,C0085681,Hyperphosphataemia
1079,C0085682,Hypophosphataemia
1080,C0085692,Cystitis haemorrhagic
1081,C0151594,Diarrhoea haemorrhagic
1082,C0151698,Injection site haemorrhage
1083,C0151714,Hypermagnesaemia
1084,C0151723,Hypomagnesaemia
1085,C0151734,Injection site inflammation
1086,C0853149,Blood lactate dehydrogenase increased
1087,C0151872,Prothrombin level increased
1088,C0151888,Hyporeflexia
1089,C0151904,Aspartate aminotransferase increased
1090,C0852990,Blood thromboplastin decreased
1091,C0162835,Leukoderma
1092,C0221269,Pseudolymphoma
1093,C0221714,Injection site infection
1094,C0577822,Heart sounds abnormal
1095,C0549410,Palmar-plantar erythrodysaesthesia syndrome
1096,C0240972,Scrotal erythema
1097,C0242973,Ventricular dysfunction
1098,C0333494,Phlebosclerosis
1099,C0333516,Tumour necrosis
1100,C2243088,Gastritis erosive
1101,C0342892,Hypolipidaemia
1102,C0392699,Dysaesthesia
1103,C0403639,Chemical cystitis
1104,C0438173,Electrocardiogram QRS complex abnormal
1105,C0743400,Ejection fraction decreased
1106,C0836924,Thrombocytosis
1107,C0852711,Hand and foot syndrome secondary to sickle cell anaemia
1108,C0151919,Bladder stenosis
1109,C0877153,Neutropenic sepsis
1110,C1142499,Gastrointestinal toxicity
1111,C1519353,Rash papular
1112,C1535939,Pneumocystis jirovecii pneumonia
1113,C1262013,Recall phenomenon
1114,C2364111,Ageusia
1115,C2937222,Proctitis ulcerative
1116,C2939419,Metastatic neoplasm
1117,C0021051,Immunodeficiency
1118,C0494165,Metastases to liver
1119,C0856554,Hepatic cancer metastatic
1120,C0025322,Premature menopause
1121,C0026766,Multi-organ failure
1122,C0235437,Gravitational oedema
1123,C0549124,Embolism arterial
1124,C0004144,Atelectasis
1125,C0004239,Atrial flutter
1126,C0007785,Cerebral infarction
1127,C0011848,Diabetes insipidus
1128,C0013312,Dupuytren's contracture
1129,C0014038,Encephalitis
1130,C0016655,Multiple fractures
1131,C0016658,Fracture
1132,C0017566,Gingival hyperplasia
1133,C0019193,Hepatitis toxic
1134,C1266194,Hodgkin's disease lymphocyte predominance type stage unspecified
1135,C0152267,Hodgkin's disease lymphocyte depletion type stage unspecified
1136,C0019829,Hodgkin's disease
1137,C0020507,Hyperplasia
1138,C0020555,Hypertrichosis
1139,C0024305,Non-Hodgkin's lymphoma
1140,C0024299,Lymphoma
1141,C0025007,Measles
1142,C0027932,Neurosis
1143,C0029442,Osteomalacia
1144,C0030848,Peyronie's disease
1145,C0031036,Polyarteritis nodosa
1146,C0031212,Personality disorder
1147,C0032290,Pneumonia aspiration
1148,C0034935,Extensor plantar response
1149,C0037822,Speech disorder
1150,C1096340,Dysphemia
1151,C0085584,Encephalopathy
1152,C0085610,Sinus bradycardia
1153,C0085628,Stupor
1154,C0151605,Injection site swelling
1155,C0151889,Hyperreflexia
1156,C0162557,Acute hepatic failure
1157,C0235546,Hypopnoea
1158,C0232766,Asterixis
1159,C0234918,Rash morbilliform
1160,C1262144,Increased bronchial secretion
1161,C0235567,Sputum increased
1162,C0270844,Tonic convulsion
1163,C1142139,Drug reaction with eosinophilia and systemic symptoms
1164,C1141936,Purple glove syndrome
1165,C1527311,Brain oedema
1166,C2937358,Cerebral haemorrhage
1167,C0085620,Paralysis flaccid
1168,C0151579,Crystalluria
1169,C0151798,Hepatic necrosis
1170,C0027092,Myopia
1171,C0003892,Neuropathic arthropathy
1172,C0015300,Exophthalmos
1173,C0018813,Myocardial rupture
1174,C0023801,Lipomatosis
1175,C0029445,Osteonecrosis
1176,C0030922,Peptic ulcer haemorrhage
1177,C0033845,Benign intracranial hypertension
1178,C0036341,Schizophrenia
1179,C0085570,Alkalosis hypokalaemic
1180,C0151514,Skin atrophy
1181,C0151937,Tendon rupture
1182,C0152459,Skin striae
1183,C0232841,Bladder dysfunction
1184,C0233514,Abnormal behaviour
1185,C0235259,Cataract subcapsular
1186,C0235325,Gastric haemorrhage
1187,C0235409,Increased insulin requirement
1188,C0235453,Steroid withdrawal syndrome
1189,C0240417,Muscle mass
1190,C0242339,Dyslipidaemia
1191,C0262431,Spinal compression fracture
1192,C1510472,Drug dependence
1193,C0333641,Atrophy
1194,C0525045,Affective disorder
1195,C0559031,Functional gastrointestinal disorder
1196,C0339383,Chorioretinopathy
1197,C0853761,Blood potassium decreased
1198,C0854100,Nitrogen balance negative
1199,C0919643,Urine calcium increased
1200,C1960509,Epidural lipomatosis
1201,C0007166,Cardiac output decreased
1202,C0007398,Catatonia
1203,C0021775,Intermittent claudication
1204,C0022281,Eye pruritus
1205,C0162529,Colitis ischaemic
1206,C0259817,Xerosis
1207,C0085602,Polydipsia
1208,C0151686,Growth retardation
1209,C0007177,Cardiac tamponade
1210,C0020523,Type I hypersensitivity
1211,C0022116,Ischaemia
1212,C0085650,Purpura fulminans
1213,C0235573,Haemoglobinaemia
1214,C0424489,Chapped lips
1215,C0858797,Instillation site pain
1216,C0521491,Application site pain
1217,C0542149,Injection site phlebitis
1218,C0855223,"Hallucinations, mixed"
1219,C0259799,Punctate keratitis
1220,C2973529,Leukocytoclastic vasculitis
1221,C3665444,Neutrophilia
1222,C0032914,Pre-eclampsia
1223,C0032989,Multiple pregnancy
1224,C0040584,Tracheitis
1225,C0085128,Cardiac output increased
1226,C0221045,Cardiac failure high output
1227,C0151596,Tongue discolouration
1228,C0232197,Cardiac fibrillation
1229,C0235746,Saliva altered
1230,C0236072,Bronchospasm paradoxical
1231,C0241705,Strangury
1232,C0410918,Tachycardia foetal
1233,C0700361,Emotional distress
1234,C0853908,Oropharyngeal swelling
1235,C0259749,Autonomic neuropathy
1236,C1258192,Vascular resistance systemic
1237,C0595862,Vasodilatation
1238,C0855329,Electrocardiogram change
1239,C0013608,Oedema due to cardiac disease
1240,C0026205,Miosis
1241,C0277885,Blood pressure systolic decreased
1242,C0277890,Blood pressure diastolic decreased
1243,C0158252,Intervertebral disc disorder
1244,C1735601,Floppy iris syndrome
1245,C2242582,Cholestatic liver injury
1246,C0005699,Blast cell crisis
1247,C0020981,Angioimmunoblastic T-cell lymphoma
1248,C0021364,Infertility male
1249,C0022081,Iritis
1250,C0023895,Liver disorder
1251,C0239571,Foetor hepaticus
1252,C0024282,Lymphocytosis
1253,C0038220,Status epilepticus
1254,C0038238,Steatorrhoea
1255,C0043049,Water intoxication
1256,C0270810,Peroneal nerve palsy
1257,C0853748,Blood electrolytes abnormal
1258,C0206160,Reticulocytosis
1259,C0233931,Nocturnal emission
1260,C0020569,Salivary gland enlargement
1261,C0243065,Aplasia
1262,C0267940,Pancreatitis haemorrhagic
1263,C0521464,Skin oedema
1264,C0856054,Mental status changes
1265,C0856069,Vasculitis gastrointestinal
1266,C0013415,Dysthymic disorder
1267,C0020635,Hypopituitarism
1268,C0021933,Intussusception
1269,C0234192,Feeling cold
1270,C0235620,Haemorrhage urinary tract
1271,C0236124,Gastrointestinal obstruction
1272,C0265031,Haemorrhoidal haemorrhage
1273,C0877047,Occult blood positive
1274,C0267166,Gastroduodenitis
1275,C0575090,Balance disorder
1276,C0549385,Feeling of body temperature change
1277,C2004435,Intestinal ischaemia
1278,C1142015,Blood bilirubin abnormal
1279,C1264613,Gastrointestinal infection
1280,C2004489,Regurgitation
1281,C2607914,Rhinitis allergic
1282,C0015726,Fear
1283,C0020514,Hyperprolactinaemia
1284,C0026838,Muscle spasticity
1285,C0030319,Panic disorder
1286,C0037315,Sleep apnoea syndrome
1287,C0221100,Hangover
1288,C0221706,Road traffic accident
1289,C0233844,Clumsiness
1290,C0234547,Drug withdrawal convulsions
1291,C0392162,Sticky skin
1292,C0424230,Psychomotor retardation
1293,C0424296,Disinhibition
1294,C0455204,Homicidal ideation
1295,C0522042,Loss of control of legs
1296,C0522165,Feeling of relaxation
1297,C0522172,Feeling drunk
1298,C0542313,Sleep talking
1299,C0546947,Choking sensation
1300,C0740858,Substance abuse
1301,C3248383,Logorrhoea
1302,C0920289,Sluggishness
1303,C1269683,Major depression
1304,C0025362,Mental retardation
1305,C0027849,Neuroleptic malignant syndrome
1306,C0030662,Pathological gambling
1307,C0085637,Oculogyric crisis
1308,C0085642,Livedo reticularis
1309,C0233479,Elevated mood
1310,C0264490,Acute respiratory failure
1311,C0312420,Hypersexuality
1312,C0026113,Miliaria
1313,C0034212,Pyoderma
1314,C1323189,Dermatitis infected
1315,C0039446,Telangiectasia
1316,C0234894,Dermatitis acneiform
1317,C0271738,Secondary adrenocortical insufficiency
1318,C0020626,Hypoparathyroidism
1319,C0521465,Toxic skin eruption
1320,C3665624,Blood calcium decreased
1321,C0001623,Adrenal insufficiency
1322,C0002390,Alveolitis allergic
1323,C0034013,Precocious puberty
1324,C0042755,Virilism
1325,C0744727,Haematocrit decreased
1326,C0546959,Atrial tachycardia
1327,C0270611,Brain injury
1328,C0032343,Poisoning
1329,C0948268,Haemodynamic instability
1330,C1140716,Hypoxic-ischaemic encephalopathy
1331,C0029944,Overdose
1332,C0006272,Obliterative bronchiolitis
1333,C0007114,Skin cancer
1334,C0007758,Cerebellar ataxia
1335,C0014534,Epididymitis
1336,C0018188,Granuloma
1337,C0019187,Hepatitis alcoholic
1338,C0020550,Hyperthyroidism
1339,C0022661,Renal failure chronic
1340,C0023211,Bundle branch block left
1341,C0024437,Macular degeneration
1342,C0027868,Neuromyopathy
1343,C0029132,Optic nerve disorder
1344,C0032231,Pleurisy
1345,C0040136,Thyroid neoplasm
1346,C1279945,Acute interstitial pneumonitis
1347,C1800706,Idiopathic pulmonary fibrosis
1348,C0029191,Orchitis
1349,C0149904,Hepatitis cholestatic
1350,C0151701,Pulmonary haemorrhage
1351,C0151859,Polyserositis
1352,C0151878,Electrocardiogram QT prolonged
1353,C0152081,Pustular psoriasis
1354,C0155118,Corneal degeneration
1355,C0162281,Corneal deposits
1356,C0235270,Keratopathy
1357,C0238796,Bone marrow granuloma
1358,C0264383,Organising pneumonia
1359,C0264893,Nodal arrhythmia
1360,C0270922,Demyelinating polyneuropathy
1361,C0340861,Pulseless electrical activity
1362,C0549493,Alveolitis
1363,C0853019,Blood thyroid stimulating hormone increased
1364,C0852879,Pulmonary alveolar haemorrhage
1365,C0476414,Thyroid function test abnormal
1366,C0920171,Foreign body sensation in eyes
1367,C0948595,Ocular discomfort
1368,C1112256,Peripheral sensorimotor neuropathy
1369,C1442835,Solar dermatitis
1370,C1510497,Lenticular opacities
1371,C1527407,Eosinophilic pneumonia
1372,C0011071,Sudden death
1373,C0041105,Trismus
1374,C0030446,Ileus paralytic
1375,C0151480,Antinuclear antibody positive
1376,C0152198,Accommodation disorder
1377,C0264886,Conduction disorder
1378,C0392676,Hyperpyrexia
1379,C0341047,Parotid gland enlargement
1380,C0699828,Serotonin syndrome
1381,C0024117,Chronic obstructive pulmonary disease
1382,C0085129,Bronchial hyperreactivity
1383,C0043349,Xerophthalmia
1384,C0234987,Dizziness postural
1385,C0235490,Peripheral ischaemia
1386,C0024205,Lymphadenitis
1387,C0428974,Arrhythmia supraventricular
1388,C0006848,Mucocutaneous candidiasis
1389,C0038826,Superinfection
1390,C0040434,Tooth discolouration
1391,C0238106,Clostridium difficile colitis
1392,C0151623,Enterocolitis haemorrhagic
1393,C0877055,Acute generalised exanthematous pustulosis
1394,C1257843,Pseudomembranous colitis
1395,C0267566,Perirectal abscess
1396,C0541832,Chromaturia
1397,C0013295,Duodenal ulcer
1398,C0020542,Pulmonary hypertension
1399,C0023473,Chronic myeloid leukaemia
1400,C0032463,Polycythaemia vera
1401,C0040028,Essential thrombocythaemia
1402,C0019557,Hip fracture
1403,C0034152,Henoch-Schonlein purpura
1404,C0151662,Gamma-glutamyltransferase increased
1405,C0154251,Lipid metabolism disorder
1406,C0158328,Trigger finger
1407,C0520589,Vulvovaginal dryness
1408,C0521170,Osteoporotic fracture
1409,C0522067,Hepatic pain
1410,C0549399,Low density lipoprotein increased
1411,C0595930,Blood cholesterol increased
1412,C0853891,Tumour flare
1413,C0877035,Oestrogenic effect
1414,C1527411,Retinal vein thrombosis
1415,C0030567,Parkinson's disease
1416,C0002965,Angina unstable
1417,C0151705,Retroperitoneal haemorrhage
1418,C0151814,Coronary artery occlusion
1419,C0002064,Respiratory alkalosis
1420,C0008049,Varicella
1421,C0019087,Haemorrhagic disorder
1422,C0035400,Reye's syndrome
1423,C0018816,Cardiac septal defect
1424,C0018818,Ventricular septal defect
1425,C0023212,Left ventricular failure
1426,C0026266,Mitral valve incompetence
1427,C0037052,Sick sinus syndrome
1428,C0038218,Status asthmaticus
1429,C0221155,Systolic hypertension
1430,C1610056,Antinuclear antibody increased
1431,C0007971,Cheilitis
1432,C0014335,Enteritis
1433,C0015402,Eye haemorrhage
1434,C0919980,VIIth nerve paralysis
1435,C0853875,Myoglobin urine present
1436,C0027080,Myoglobinuria
1437,C0034951,Refraction disorder
1438,C0039520,Tenosynovitis
1439,C0040485,Torticollis
1440,C0853034,Blood creatine phosphokinase increased
1441,C0151824,Biliary colic
1442,C0158350,Tendinous contracture
1443,C0853750,Blood magnesium decreased
1444,C0242979,Muscle fatigue
1445,C0281913,Muscle swelling
1446,C0553692,Haemorrhagic stroke
1447,C0555120,White blood cells urine positive
1448,C0948008,Ischaemic stroke
1449,C3267047,Immune-mediated necrotising myopathy
1450,C0002886,Anaemia macrocytic
1451,C0016579,Formication
1452,C0019163,Hepatitis B
1453,C0020510,Nodular regenerative hyperplasia
1454,C0549463,X-linked lymphoproliferative syndrome
1455,C0024314,Lymphoproliferative disorder
1456,C0025202,Malignant melanoma
1457,C0030781,Peliosis hepatis
1458,C0085077,Acute febrile neutrophilic dermatosis
1459,C0007868,Cervical dysplasia
1460,C0851140,Cervix carcinoma stage 0
1461,C1261473,Sarcoma
1462,C1333984,Hepatosplenic T-cell lymphoma
1463,C0003126,Anosmia
1464,C0003873,Rheumatoid arthritis
1465,C0012691,Joint dislocation
1466,C0015393,Congenital eye disorder
1467,C0015395,Eye burns
1468,C0235761,Nasal septum perforation
1469,C0236053,Mucosal ulceration
1470,C0344357,Nocturnal dyspnoea
1471,C1112369,Paranasal sinus hypersecretion
1472,C0001175,Acquired immunodeficiency syndrome
1473,C0004364,Autoimmune disorder
1474,C0032529,Genetic polymorphism
1475,C0034194,Pyloric stenosis
1476,C0043167,Pertussis
1477,C0162119,Haemoglobin decreased
1478,C0392163,Corneal erosion
1479,C0041976,Urethritis
1480,C1262006,Sinusitis bacterial
1481,C0860207,Drug-induced liver injury
1482,C0853847,Pathogen resistance
1483,C0239113,Coombs test positive
1484,C0262385,Autonomic nervous system imbalance
1485,C0009946,Conversion disorder
1486,C0151818,Opisthotonus
1487,C0151934,Hypogeusia
1488,C0231837,Respiratory rate decreased
1489,C0259768,Wound dehiscence
1490,C0426390,Bladder spasm
1491,C3203358,Hypoventilation
1492,C0030807,Pemphigus
1493,C0398370,Lipoedema
1494,C0541923,Lip oedema
1495,C0948050,Small bowel angioedema
1496,C0025637,Methaemoglobinaemia
1497,C0005697,Neurogenic bladder
1498,C0024198,Lyme disease
1499,C0026976,Myelitis transverse
1500,C0031111,Periostitis
1501,C0035021,Relapsing fever
1502,C0085616,Vasospasm
1503,C0520736,Coombs positive haemolytic anaemia
1504,C0595878,Blood sodium increased
1505,C0679429,Platelet dysfunction
1506,C1167750,Hoigne's syndrome
1507,C0155626,Acute myocardial infarction
1508,C0001339,Pancreatitis acute
1509,C0007194,Hypertrophic cardiomyopathy
1510,C0015407,Eye infection viral
1511,C1963897,Low birth weight baby
1512,C0026846,Muscle atrophy
1513,C0027543,Necrosis ischaemic
1514,C0035344,Retinopathy of prematurity
1515,C0041296,Tuberculosis
1516,C0239295,Oesophageal candidiasis
1517,C0423273,Scleral thinning
1518,C0003079,Pupils unequal
1519,C0004095,Asthenopia
1520,C0005747,Blepharospasm
1521,C0009759,Conjunctival disorder
1522,C0030332,Panophthalmitis
1523,C0151205,Periorbital oedema
1524,C0151601,Conjunctival oedema
1525,C0239454,Erythema of eyelid
1526,C0242461,Purpura non-thrombocytopenic
1527,C0264714,Cardiac failure acute
1528,C0423006,Eye discharge
1529,C0497201,Abnormal sensation in eye
1530,C0854097,Hypoaesthesia eye
1531,C0948294,Eyelid margin crusting
1532,C0178421,Fibroadenoma of breast
1533,C0151463,Breast abscess
1534,C0155365,Vitreous disorder
1535,C0151544,Gastrointestinal carcinoma
1536,C0162316,Iron deficiency anaemia
1537,C0558148,Yellow skin
1538,C2242708,Hypertransaminasaemia
1539,C0159066,Abdominal rigidity
1540,C0011644,Scleroderma
1541,C0030552,Paresis
1542,C0038450,Stridor
1543,C0152169,Renal colic
1544,C0034735,Raynaud's phenomenon
1545,C0235522,Vein disorder
1546,C0235560,Respiratory tract haemorrhage
1547,C0268104,Purine metabolism disorder
1548,C0595939,Stillbirth
1549,C2939062,Respiratory tract oedema
1550,C0265072,Inferior vena cava syndrome
1551,C0009760,Conjunctival haemorrhage
1552,C0009766,Conjunctivitis allergic
1553,C0020302,Developmental glaucoma
1554,C0020452,Hyperaemia
1555,C0020564,Hypertrophy
1556,C0022073,Iridocyclitis
1557,C0035854,Rosacea
1558,C0042907,Vitreous detachment
1559,C0205204,Scab
1560,C0234665,Eyelid retraction
1561,C0235218,Skin warm
1562,C0855704,Vital dye staining cornea present
1563,C0743680,Eye oedema
1564,C0849918,Eyelids pruritus
1565,C3544060,Accidental exposure to product
1566,C0860499,Conjunctival follicles
1567,C0863084,Skin discomfort
1568,C0001206,Acromegaly
1569,C0023182,Cerebrospinal fluid leakage
1570,C0011860,Type 2 diabetes mellitus
1571,C0014714,Ergot poisoning
1572,C0014804,Erythromelalgia
1573,C0018824,Cardiac valve disease
1574,C0021122,Impulse-control disorder
1575,C0031048,Pericarditis constrictive
1576,C0035357,Retroperitoneal fibrosis
1577,C0700200,Presyncope
1578,C0233763,"Hallucination, visual"
1579,C0237938,Gastrointestinal ulcer
1580,C2720436,Pleural fibrosis
1581,C0338575,Superior sagittal sinus thrombosis
1582,C0521158,Neoplasm recurrence
1583,C0596170,Binge eating
1584,C0919582,Sudden onset of sleep
1585,C0001622,Hyperadrenocorticism
1586,C0233401,Psychiatric symptom
1587,C0008728,Allergic granulomatous angiitis
1588,C0010481,Cushing's syndrome
1589,C0031345,Pharyngeal disorder
1590,C0151632,Red blood cell sedimentation rate increased
1591,C0232409,Hair growth abnormal
1592,C0332601,Cushingoid
1593,C1262113,Lipohypertrophy
1594,C0742906,C-reactive protein increased
1595,C0849907,Ear pruritus
1596,C0852792,Blood cortisol decreased
1597,C0919659,Oropharyngeal candidiasis
1598,C1141861,Procedural complication
1599,C0033038,Premature ejaculation
1600,C0860713,Carbon dioxide increased
1601,C0020440,Hypercapnia
1602,C0221069,Anterior spinal artery syndrome
1603,C0221780,Rectal discharge
1604,C1456863,Vasoconstriction
1605,C0237326,Dyschezia
1606,C0262593,Peripheral nerve injury
1607,C0270629,Extradural abscess
1608,C0343263,Chondrolysis
1609,C0426747,Anal haemorrhage
1610,C0002928,Spinal anaesthesia
1611,C0746961,Oxygen saturation decreased
1612,C2747853,Injury associated with device
1613,C0877398,Anaemia postoperative
1614,C0948824,Haemorrhagic anaemia
1615,C1262109,Procedural hypotension
1616,C1328332,Procedural hypertension
1617,C1698400,Incision site oedema
1618,C1737224,Post procedural swelling
1619,C1868752,Procedural nausea
1620,C0019937,Horner's syndrome
1621,C0235863,Delayed delivery
1622,C0269596,Haemorrhage in pregnancy
1623,C0406834,Wound secretion
1624,C0549418,Urine flow decreased
1625,C0003564,Aphonia
1626,C0008909,Claustrophobia
1627,C1112320,Temperature intolerance
1628,C0012746,Dissociative disorder
1629,C0022104,Irritable bowel syndrome
1630,C0151564,Cogwheel rigidity
1631,C0152032,Urinary hesitation
1632,C0234047,Ejaculation delayed
1633,C0242172,Pelvic inflammatory disease
1634,C0424091,Decreased interest
1635,C2937228,Tunnel vision
1636,C0001403,Addison's disease
1637,C0003028,Anhidrosis
1638,C0014867,Varices oesophageal
1639,C0020619,Hypogonadism
1640,C0034012,Delayed puberty
1641,C0034088,Pulmonary valve incompetence
1642,C0221264,Cheilosis
1643,C0221436,Melanoderma
1644,C1407280,Peripheral artery thrombosis
1645,C0264523,Pulmonary ossification
1646,C0333582,Dystrophic calcification
1647,C0334044,Dysplasia
1648,C0349410,Organ failure
1649,C0376545,Haematological malignancy
1650,C0553980,Endocardial fibrosis
1651,C0007196,Restrictive cardiomyopathy
1652,C0856825,Acute graft versus host disease
1653,C0867389,Chronic graft versus host disease
1654,C0877635,Cytomegalovirus viraemia
1655,C0948643,Hyperuricosuria
1656,C1096274,Corneal thinning
1657,C2717961,Thrombotic microangiopathy
1658,C0018979,Hemianopia
1659,C0042063,Congenital genitourinary abnormality
1660,C0015544,Failure to thrive
1661,C1442826,Necrotising enterocolitis neonatal
1662,C0520872,Stroke volume increased
1663,C1096460,Infusion site phlebitis
1664,C1112470,Infusion site inflammation
1665,C1295666,Thyroxine decreased
1666,C1527348,Brain hypoxia
1667,C0004331,Atrioventricular dissociation
1668,C0028949,Oligomenorrhoea
1669,C0332573,Macule
1670,C0854082,Blood prolactin increased
1671,C0263367,Koebner phenomenon
1672,C0019159,Hepatitis A
1673,C0024137,Cutaneous lupus erythematosus
1674,C0078911,HIV associated nephropathy
1675,C0234936,Application site oedema
1676,C0234943,Application site anaesthesia
1677,C0332687,Burns second degree
1678,C0853714,Application site pruritus
1679,C0858794,Application site warmth
1680,C0877095,Application site haematoma
1681,C0877096,Application site paraesthesia
1682,C0877097,Application site vesicles
1683,C0877098,Application site dryness
1684,C0877126,Application site inflammation
1685,C0877127,Application site papules
1686,C0877661,Application site burn
1687,C0919600,Application site hyperaesthesia
1688,C0919603,Application site urticaria
1689,C1096001,Application site swelling
1690,C1696574,Application site erosion
1691,C1610049,Application site exfoliation
1692,C0009917,Muscle contracture
1693,C0013274,Patent ductus arteriosus
1694,C0015934,Microsomia
1695,C0020545,Renovascular hypertension
1696,C0030805,Pemphigoid
1697,C0079924,Oligohydramnios
1698,C0701836,Thermal burn
1699,C0853760,Blood potassium increased
